 Stainz;46.893903;15.2633826;343.178894
        ;46.8937299;15.2632247;343.0177917
            ;46.8936359;15.2628896;343.155426
    Stainz;46.8933125;15.2625854;343.6638184
      Stainz;46.8934962;15.2627066;343.3963013
  Kothvogel;46.8888961;15.2585754;346.0
   Stainz;46.8884682;15.2592541;346.0
;46.888089;15.2588399;346.1907959
;46.8878758;15.2592732;346.0422974
;46.8877563;15.2594944;345.8115234
   Deutschlandsberg;46.8208236;15.2365201;347.233429
   Deutschlandsberg;46.8185659;15.2258981;357.0
   Deutschlandsberg;46.8186071;15.2139939;371.0309143
